Date,Returns_1,Returns_2
3/1/2007,-0.008199285,-0.046345895
3/8/2007,-0.001113267,-0.029576283
3/15/2007,0.000813635,0.03141662
3/22/2007,-0.00115274,-0.01675419
3/29/2007,0.00102302,0.06618904
4/5/2007,0.001026464,-0.019005428
4/12/2007,0.001612442,0.068025649
4/19/2007,0.034901314,0.024396365
4/26/2007,0.011728647,0.006551297
5/3/2007,-0.015068304,-0.014656824
5/10/2007,-0.063479925,-0.017466937
5/17/2007,0.020112923,0.020812242
5/24/2007,0.005889818,0.011991196
5/31/2007,-0.038601879,-0.041152308
6/7/2007,0.002303795,0.043312731
6/14/2007,0.000740841,0.003712256
6/21/2007,0.000418373,-0.013314544
6/28/2007,0.000540876,0.01655655
7/5/2007,0.012111814,0.039877851
7/12/2007,0.015451192,0.053531206
7/19/2007,0.02518746,-0.012655671
7/26/2007,-0.037836189,-0.029346631
8/2/2007,-0.060382405,-0.092932855
8/9/2007,-0.008347716,-0.03795948
8/16/2007,0.00140568,-0.033224623
8/23/2007,-0.001397671,-0.035084838
8/30/2007,0.001216432,0.062075734
9/6/2007,0.00130017,0.009110538
9/13/2007,0.001559024,0.054587068
9/20/2007,0.000857309,-0.02052818
9/27/2007,-0.05387808,-0.02151485
10/4/2007,0.000813314,0.010123155
10/11/2007,0.01718393,0.076477145
10/18/2007,-0.001412051,-0.01184237
10/25/2007,0.001683165,0.092049492
11/1/2007,0.00143166,0.022714577
11/8/2007,-0.00011,-0.083403481
11/15/2007,0.015036349,0.058945162
11/22/2007,-0.006627267,-0.038425518
11/29/2007,0.000577297,-0.004746262
12/6/2007,0.001537113,0.045434137
12/13/2007,-0.001784392,-0.04420892
12/20/2007,0.000712548,0.057764898
12/27/2007,-0.036485701,-0.042696232
1/3/2008,0.021843447,0.07910965
1/10/2008,0.13366578,0.104352738
1/17/2008,-0.02290046,-0.039123662
1/24/2008,0.096424701,0.101855284
1/31/2008,-0.084082883,-0.102757364
2/7/2008,-0.021337488,-0.074256798
2/14/2008,0.001009111,0.094196583
2/21/2008,0.148363003,0.090285151
2/28/2008,-0.019818917,-0.043265846
3/6/2008,0.100738988,0.052691715
3/13/2008,-0.202046701,-0.105058031
3/20/2008,0.000671074,0.012226334
3/27/2008,-0.004253666,-0.023410196
4/3/2008,0.000972041,0.006755509
4/10/2008,-0.000202918,-0.008285124
4/17/2008,0.00046875,0.029685117
4/24/2008,-0.001005369,-0.018822237
5/1/2008,0.001763772,0.09868808
5/8/2008,-1.18E-06,0.068303451
5/15/2008,0.001183554,0.027359156
5/22/2008,-0.105664749,-0.111183425
5/29/2008,-8.90E-05,-0.065495458
6/5/2008,-0.00078443,-0.012036249
6/12/2008,0.000868593,0.050061006
6/19/2008,-0.000144591,-0.062233899
6/26/2008,0.003212888,0.024132302
7/3/2008,-0.012412975,0.02195779
7/10/2008,0.007322945,0.045749754
7/17/2008,0.000353131,0.044623569
7/24/2008,-0.030640137,-0.033504236
7/31/2008,0.001179571,0.107104882
8/7/2008,0.002512304,0.069007984
8/14/2008,0.002650067,0.009458964
8/21/2008,0.001589458,-0.013860529
8/28/2008,0.005200601,-0.024566893
9/4/2008,0.041333787,0.04049957
9/11/2008,-0.003637834,-0.028955859
9/18/2008,-0.002751589,-0.065163279
9/25/2008,-0.001530615,-0.069285803
10/2/2008,0.00129264,0.141024902
10/9/2008,-0.000352446,-0.078883926
10/16/2008,-0.00161314,0.110829974
10/23/2008,0.001461892,0.015846494
10/30/2008,0.001346186,0.069767731
11/6/2008,0.007887988,0.091350641
11/13/2008,-0.004225794,0.000863943
11/20/2008,-0.003228053,-0.050313913
11/27/2008,2.92E-05,0.082856343
12/4/2008,0.001310656,0.217776242
12/11/2008,0.001246643,0.203533754
12/18/2008,-0.004904412,-0.013906418
12/25/2008,0.005930529,0.040671193
1/1/2009,-0.001334571,-0.128184735
1/8/2009,-0.001053271,-0.09757286
1/15/2009,0.000816368,0.107380392
1/22/2009,0.00039975,-0.014421121
1/29/2009,-0.000847427,-0.052772848
2/5/2009,0.000947652,0.029805835
2/12/2009,0.001014742,0.146105163
2/19/2009,-0.195168523,-0.196760507
2/26/2009,-0.001234238,-0.24780008
3/5/2009,0.000120036,0.004898848
3/12/2009,-0.000600387,-0.113556711
3/19/2009,-6.34E-05,0.033653163
3/26/2009,-0.000560525,-0.125214058
4/2/2009,0.000766795,0.175120363
4/9/2009,0.000206447,0.030166404
4/16/2009,4.20E-05,0.029240067
4/23/2009,-0.001123139,-0.057694436
4/30/2009,-0.000775448,0.036625769
5/7/2009,-0.048540294,-0.106583701
5/14/2009,0.000188504,0.03224258
5/21/2009,1.27E-06,0.071788245
5/28/2009,0.02135648,0.095407281
6/4/2009,-0.003410064,-0.007472437
6/11/2009,-0.000194945,-0.017230292
6/18/2009,-0.001095255,-0.050212804
6/25/2009,0.0010487,0.080357067
7/2/2009,0.000912173,0.022160703
7/9/2009,-0.000706731,-0.055053849
7/16/2009,0.000252176,0.042940319
7/23/2009,-0.000807557,-0.031585403
7/30/2009,-0.002393394,-0.263906762
8/6/2009,0.000102372,0.028555707
8/13/2009,0.00015684,0.011216553
8/20/2009,0.000385643,0.073733394
8/27/2009,-0.001045546,-0.042742805
9/3/2009,-0.000632546,-0.050201855
9/10/2009,-0.000266283,-0.048679754
9/17/2009,0.000396568,0.030854957
9/24/2009,-0.004395463,-0.017644137
10/1/2009,0.001851823,0.118021349
10/8/2009,0.054519466,0.066655337
10/15/2009,0.02683652,0.026292818
10/22/2009,-0.044818692,-0.04896143
10/29/2009,0.085845648,0.040746785
11/5/2009,-0.080180413,-0.030974512
11/12/2009,0.06116781,0.061053016
11/19/2009,0.045353701,0.045213855
11/26/2009,-0.021962962,-0.011959887
12/3/2009,-0.104254971,-0.116565087
12/10/2009,0.00018755,0.04747547
12/17/2009,0.000320044,0.017343305
12/24/2009,-0.000110178,-0.034987083
12/31/2009,0.003800898,0.017789442
1/7/2010,-0.005634929,-0.0324372
1/14/2010,0.00986299,0.072196947
1/21/2010,0.036554581,0.014069475
1/28/2010,-0.008893084,0.003971494
2/4/2010,-0.011208598,-0.06092241
2/11/2010,0.000160965,0.016019428
2/18/2010,0.000324774,-0.006203014
2/25/2010,-0.000713413,0.00502632
3/4/2010,0.001064507,0.031062209
3/11/2010,-0.005195337,-0.024370906
3/18/2010,0.000484886,0.08574752
3/25/2010,-0.026088766,-0.025751212
4/1/2010,-0.000828228,0.00382606
4/8/2010,0.004295712,0.002527879
4/15/2010,0.046430989,0.036522272
4/22/2010,0.014226931,0.054439573
4/29/2010,-0.000609562,-0.056553255
5/6/2010,0.000556998,0.085403753
5/13/2010,0.000237265,0.064449272
5/20/2010,0.000118218,0.049440571
5/27/2010,0.000120335,-0.012148409
6/3/2010,0.00037987,0.032560519
6/10/2010,-0.001023395,-0.019246092
6/17/2010,-3.40E-05,0.018794656
6/24/2010,0.000117852,-0.020966451
7/1/2010,-0.001565579,-0.165829254
7/8/2010,-0.000255537,-0.009259394
7/15/2010,0.006179702,0.025033987
7/22/2010,0.005380824,0.042566408
7/29/2010,0.000336219,0.057163025
8/5/2010,-0.009427613,-0.055312266
8/12/2010,0.000204034,0.024266674
8/19/2010,-0.000370004,-0.015441071
8/26/2010,0.000437591,0.052487025
9/2/2010,0.00034206,0.040773425
9/9/2010,0.023537194,0.036208664
9/16/2010,0.012576479,0.053023212
9/23/2010,0.012230905,0.047631204
9/30/2010,0.046037333,0.050873279
10/7/2010,-0.077030644,-0.050454388
10/14/2010,-0.033821867,-0.124766616
10/21/2010,-8.04E-06,-0.002482213
10/28/2010,0.000195175,0.029416825
11/4/2010,-0.000443933,-0.038066542
11/11/2010,-0.000775023,-0.109079591
11/18/2010,-1.38E-05,0.03533728
11/25/2010,0.00061017,0.077897019
12/2/2010,4.56E-05,-0.024047338
12/9/2010,-0.000161554,-0.016481967
12/16/2010,0.000520741,0.07894774
12/23/2010,0.000623673,0.042842068
12/30/2010,-0.139088405,-0.084209877
1/6/2011,0.010979589,0.07244243
1/13/2011,-0.05256591,-0.03661279
1/20/2011,0.001090308,0.00148848
1/27/2011,0.012082957,0.041598166
2/3/2011,-0.008817614,-0.030620918
2/10/2011,-0.049045419,-0.052523425
2/17/2011,0.004811534,-0.008401224
2/24/2011,0.006809402,0.030347017
3/3/2011,0.002041577,0.004609044
3/10/2011,-0.02651224,-0.10143496
3/17/2011,2.70E-05,-0.013617772
3/24/2011,-0.005500444,-0.015873132
3/31/2011,0.020827793,0.094091932
4/7/2011,0.004191083,0.006893817
4/14/2011,0.016583372,0.017692737
4/21/2011,0.002792122,0.018075315
4/28/2011,-0.065118683,-0.040954849
5/5/2011,-0.02368306,-0.02155055
5/12/2011,-0.006217839,-0.017812613
5/19/2011,-0.006208756,-0.025252264
5/26/2011,-2.08E-05,0.005999627
6/2/2011,-0.000237224,-0.007537928
6/9/2011,-0.00022118,-0.026311086
6/16/2011,0.000441776,0.029739665
6/23/2011,-0.018058726,-0.076559553
6/30/2011,3.63E-06,-0.005136759
7/7/2011,-0.00037967,-0.053856036
7/14/2011,4.95E-05,0.010927612
7/21/2011,-7.54E-05,0.027145483
7/28/2011,0.000607921,0.032904152
8/4/2011,0.041944212,0.013454866
8/11/2011,0.005657422,0.035255859
8/18/2011,0.011091748,0.043408192
8/25/2011,0.000185883,0.064771
9/1/2011,0.000235817,0.01345444
9/8/2011,0.000137446,-0.005010301
9/15/2011,7.20E-05,-0.028162467
9/22/2011,9.70E-05,-0.042828543
9/29/2011,-0.004029481,-0.015331586
10/6/2011,-0.022172071,-0.028080505
10/13/2011,0.000428241,0.012728096
10/20/2011,-0.000804017,-0.072717822
10/27/2011,-7.02E-05,-0.032694917
11/3/2011,0.000310933,0.098327053
11/10/2011,0.000211136,0.098971399
11/17/2011,-0.028055519,-0.137557473
11/24/2011,0.000279645,0.066803476
12/1/2011,0.000278392,0.024810672
12/8/2011,0.002871873,0.00964033
12/15/2011,-0.002819526,-0.00780471
12/22/2011,0.000199805,0.047397332
12/29/2011,-0.018090496,-0.047162477
1/5/2012,0.005926197,0.103700252
1/12/2012,-0.018472052,-0.010703818
1/19/2012,-0.05552172,-0.055221971
1/26/2012,0.016813018,0.018683538
2/2/2012,0.007183966,0.021690099
2/9/2012,0.045284255,0.036146249
2/16/2012,-7.80E-05,-0.006243006
2/23/2012,0.009555337,0.04198571
3/1/2012,-0.000123139,-0.011719991
3/8/2012,0.016043338,0.062445358
3/15/2012,0.031667405,0.027109993
3/22/2012,0.009695537,0.027549078
3/29/2012,0.016569956,0.015149543
4/5/2012,-0.063790432,-0.076375113
4/12/2012,0.000259403,0.019270885
4/19/2012,-0.00039738,-0.033819432
4/26/2012,9.28E-05,-0.000991857
5/3/2012,6.23E-05,-0.041055995
5/10/2012,0.002617209,0.101653411
5/17/2012,-0.000552664,-0.027300375
5/24/2012,-0.003581483,0.006434418
5/31/2012,-0.019473613,-0.033678352
6/7/2012,0.013657571,0.048725663
6/14/2012,0.000896119,0.051432373
6/21/2012,0.000354776,0.046201006
6/28/2012,-0.070621445,-0.048568658
7/5/2012,3.61E-06,0.018461121
7/12/2012,0.00859272,0.01691143
7/19/2012,-0.013468367,-0.062448989
7/26/2012,-0.025891839,-0.011744688
8/2/2012,-0.056194941,-0.044639019
8/9/2012,-0.003749206,-0.030175036
8/16/2012,6.40E-05,0.048928554
8/23/2012,0.002806854,0.005459031
8/30/2012,0.008696518,0.039848102
9/6/2012,-0.057256933,-0.031160941
9/13/2012,0.080761267,0.066831481
9/20/2012,0.005253291,-0.021835926
9/27/2012,0.008884565,0.027840112
10/4/2012,-0.095935994,-0.071027255
10/11/2012,-0.021431129,-0.019773437
10/18/2012,-0.004350959,-0.037617512
10/25/2012,-0.00244951,-0.006753262
11/1/2012,-0.021544797,-0.051115689
11/8/2012,-6.80E-06,-0.02098194
11/15/2012,-5.82E-05,0.000765709
11/22/2012,0.000211913,0.026426848
11/29/2012,-0.000104603,0.043050992
12/6/2012,1.14E-05,-0.03301045
12/13/2012,0.000189813,0.022967044
12/20/2012,0.020689545,0.019325166
12/27/2012,0.004305948,0.028807739
1/3/2013,-0.022378208,-0.009105207
1/10/2013,-0.008054924,-0.021811631
1/17/2013,0.004377887,0.035916217
1/24/2013,0.000263599,0.067956467
1/31/2013,-0.006336084,-0.032474956
2/7/2013,4.21E-05,0.026891699
2/14/2013,0.00657966,0.032971839
2/21/2013,-0.013576341,-0.01500512
2/28/2013,0.076806861,0.047150296
3/7/2013,-0.088995783,-0.052113148
3/14/2013,0.064551976,0.036421375
3/21/2013,0.002809802,0.000128636
3/28/2013,-0.058716269,-0.050472985
4/4/2013,-0.000116164,-0.007016559
4/11/2013,-0.000308756,-0.058489288
4/18/2013,-0.005187058,-0.009785786
4/25/2013,4.84E-05,-0.027548307
5/2/2013,2.32E-05,-0.01315393
5/9/2013,0.000199,0.072988106
5/16/2013,0.056733095,0.048531156
5/23/2013,-0.000914694,-0.032661229
5/30/2013,0.013952266,0.00828905
6/6/2013,0.143651872,0.114302735
6/13/2013,0.003767618,0.008579382
6/20/2013,0.086066942,0.026905479
6/27/2013,0.000137285,0.03352919
7/4/2013,0.052815469,0.060000875
7/11/2013,-0.111252358,-0.08735892
7/18/2013,-0.001806924,-0.100476401
7/25/2013,4.12E-05,0.06115883
8/1/2013,-0.060014223,-0.032831111
8/8/2013,-0.001037819,-0.01910068
8/15/2013,0.046390906,0.025916832
8/22/2013,-0.005527702,-0.015362897
8/29/2013,-0.014176925,-0.018127666
9/5/2013,0.004110421,0.020853771
9/12/2013,-0.007206037,-0.030428985
9/19/2013,-0.00024078,-0.066297594
9/26/2013,-0.000122867,0.02787161
10/3/2013,6.97E-05,0.005416168
10/10/2013,0.004048211,0.024094227
10/17/2013,0.018605205,0.087960179
10/24/2013,-0.024139441,-0.020955478
10/31/2013,-0.004874879,-0.008397605
11/7/2013,-0.000164729,-0.004254308
11/14/2013,-0.026865095,-0.009912186
11/21/2013,0.046332842,0.042476803
11/28/2013,-0.040854408,-0.019098571
12/5/2013,0.010846658,0.014089133
12/12/2013,0.009670472,0.023145568
12/19/2013,-0.01798503,-0.027146145
12/26/2013,-0.042005183,-0.003355965
1/2/2014,-0.027952612,-0.078649222
1/9/2014,8.88E-05,0.074065059
1/16/2014,0.00058102,0.029786803
1/23/2014,-0.008747835,-0.042593853
1/30/2014,-0.000583455,-0.082377676
2/6/2014,-0.003004339,-0.005184093
2/13/2014,0.016233301,0.07687242
2/20/2014,0.017543186,0.011081803
2/27/2014,0.071923785,0.071471566
3/6/2014,0.010629997,0.014042702
3/13/2014,-0.005452379,-0.002003521
3/20/2014,-0.096285167,-0.05902193
3/27/2014,0.015810254,0.026353208
4/3/2014,0.0188935,0.070535217
4/10/2014,-0.036498686,-0.028691004
4/17/2014,0.00366004,0.021768221
4/24/2014,-0.002147189,-0.004963102
5/1/2014,0.002921212,0.004987743
5/8/2014,-0.027928038,-0.021894644
5/15/2014,-0.009437962,-0.064608009
5/22/2014,-4.51E-05,0.011162428
5/29/2014,4.02E-05,0.020730057
6/5/2014,-0.034000603,-0.012807089
6/12/2014,0.021818263,0.014086363
6/19/2014,0.01935453,0.008670248
6/26/2014,0.098909265,0.045830089
7/3/2014,-0.043786501,-0.04286567
7/10/2014,0.02939988,0.018462711
7/17/2014,0.040138556,0.061763014
7/24/2014,-0.003913926,-0.005242407
7/31/2014,0.008869175,0.000766886
8/7/2014,0.032887714,0.018593398
8/14/2014,0.021014108,0.084133514
8/21/2014,-0.013461416,-0.001500684
8/28/2014,0.023095747,0.030447935
9/4/2014,0.000497162,-0.00123637
9/11/2014,0.001813063,-0.003476977
9/18/2014,0.007292493,0.000755059
9/25/2014,0.078504967,0.029406937
10/2/2014,-0.025269164,-0.026925748
10/9/2014,0.00030808,0.021428844
10/16/2014,0.000167462,-0.026626335
10/23/2014,-9.39E-06,-0.010926569
10/30/2014,0.000187721,0.048407439
11/6/2014,0.002281776,0.020869754
11/13/2014,5.41E-05,0.021196916
11/20/2014,-0.000172136,0.013597345
11/27/2014,0.0242364,0.118572361
12/4/2014,0.094414999,0.048585911
12/11/2014,0.0677376,0.029766836
12/18/2014,-0.073263372,-0.039741821
12/25/2014,0.00464726,0.009515548
